DatePQ,Average Birth Rate,Year,Month Name,Day,Day Name,Month Number,Day of the week Number
12-Dec-13,12485,2013,December,12,Thursday,12,4
19-Dec-13,13320,2013,December,19,Thursday,12,4
26-Dec-13,11375,2013,December,26,Thursday,12,4
4-Dec-14,12384,2014,December,4,Thursday,12,4
11-Dec-14,12042,2014,December,11,Thursday,12,4
18-Dec-14,12816,2014,December,18,Thursday,12,4
25-Dec-14,6749,2014,December,25,Thursday,12,4
1-Dec-94,11681,1994,December,1,Thursday,12,4
8-Dec-94,11337,1994,December,8,Thursday,12,4
15-Dec-94,11962,1994,December,15,Thursday,12,4
22-Dec-94,11504,1994,December,22,Thursday,12,4
29-Dec-94,12189,1994,December,29,Thursday,12,4
7-Dec-95,11242,1995,December,7,Thursday,12,4
14-Dec-95,11403,1995,December,14,Thursday,12,4
21-Dec-95,11944,1995,December,21,Thursday,12,4
28-Dec-95,12530,1995,December,28,Thursday,12,4
5-Dec-96,11587,1996,December,5,Thursday,12,4
12-Dec-96,11845,1996,December,12,Thursday,12,4
19-Dec-96,12181,1996,December,19,Thursday,12,4
26-Dec-96,10321,1996,December,26,Thursday,12,4
4-Dec-97,11810,1997,December,4,Thursday,12,4
11-Dec-97,11431,1997,December,11,Thursday,12,4
18-Dec-97,12543,1997,December,18,Thursday,12,4
25-Dec-97,7055,1997,December,25,Thursday,12,4
3-Dec-98,11990,1998,December,3,Thursday,12,4
10-Dec-98,11685,1998,December,10,Thursday,12,4
17-Dec-98,12572,1998,December,17,Thursday,12,4
24-Dec-98,8464,1998,December,24,Thursday,12,4
31-Dec-98,11389,1998,December,31,Thursday,12,4
2-Dec-99,11976,1999,December,2,Thursday,12,4
9-Dec-99,11728,1999,December,9,Thursday,12,4
16-Dec-99,12441,1999,December,16,Thursday,12,4
23-Dec-99,10591,1999,December,23,Thursday,12,4
30-Dec-99,11935,1999,December,30,Thursday,12,4
5-Oct-00,13115.5,2000,October,5,Thursday,10,4
12-Oct-00,12897,2000,October,12,Thursday,10,4
19-Oct-00,12348.5,2000,October,19,Thursday,10,4
26-Oct-00,12631,2000,October,26,Thursday,10,4
4-Oct-01,13071,2001,October,4,Thursday,10,4
11-Oct-01,12436,2001,October,11,Thursday,10,4
18-Oct-01,12447.5,2001,October,18,Thursday,10,4
25-Oct-01,12368,2001,October,25,Thursday,10,4
3-Oct-02,12911,2002,October,3,Thursday,10,4
10-Oct-02,12558.5,2002,October,10,Thursday,10,4
17-Oct-02,12364.5,2002,October,17,Thursday,10,4
24-Oct-02,12563,2002,October,24,Thursday,10,4
31-Oct-02,10728.5,2002,October,31,Thursday,10,4
2-Oct-03,13510.5,2003,October,2,Thursday,10,4
9-Oct-03,13166,2003,October,9,Thursday,10,4
16-Oct-03,12605,2003,October,16,Thursday,10,4
23-Oct-03,12692.5,2003,October,23,Thursday,10,4
30-Oct-03,12479.5,2003,October,30,Thursday,10,4
7-Oct-04,13383,2004,October,7,Thursday,10,4
14-Oct-04,13259,2004,October,14,Thursday,10,4
21-Oct-04,12959,2004,October,21,Thursday,10,4
28-Oct-04,13287,2004,October,28,Thursday,10,4
6-Oct-05,13552,2005,October,6,Thursday,10,4
13-Oct-05,12922,2005,October,13,Thursday,10,4
20-Oct-05,13267,2005,October,20,Thursday,10,4
27-Oct-05,13273,2005,October,27,Thursday,10,4
5-Oct-06,14212,2006,October,5,Thursday,10,4
12-Oct-06,13985,2006,October,12,Thursday,10,4
19-Oct-06,13648,2006,October,19,Thursday,10,4
26-Oct-06,13974,2006,October,26,Thursday,10,4
4-Oct-07,13756,2007,October,4,Thursday,10,4
11-Oct-07,13580,2007,October,11,Thursday,10,4
18-Oct-07,13581,2007,October,18,Thursday,10,4
25-Oct-07,13874,2007,October,25,Thursday,10,4
2-Oct-08,13742,2008,October,2,Thursday,10,4
9-Oct-08,13301,2008,October,9,Thursday,10,4
16-Oct-08,13163,2008,October,16,Thursday,10,4
23-Oct-08,13239,2008,October,23,Thursday,10,4
30-Oct-08,12950,2008,October,30,Thursday,10,4
1-Oct-09,13628,2009,October,1,Thursday,10,4
8-Oct-09,13174,2009,October,8,Thursday,10,4
15-Oct-09,13115,2009,October,15,Thursday,10,4
22-Oct-09,12935,2009,October,22,Thursday,10,4
29-Oct-09,12683,2009,October,29,Thursday,10,4
7-Oct-10,12889,2010,October,7,Thursday,10,4
14-Oct-10,12668,2010,October,14,Thursday,10,4
21-Oct-10,12747,2010,October,21,Thursday,10,4
28-Oct-10,12408,2010,October,28,Thursday,10,4
6-Oct-11,12744,2011,October,6,Thursday,10,4
13-Oct-11,12201,2011,October,13,Thursday,10,4
20-Oct-11,12536,2011,October,20,Thursday,10,4
27-Oct-11,12390,2011,October,27,Thursday,10,4
4-Oct-12,12785,2012,October,4,Thursday,10,4
11-Oct-12,13705,2012,October,11,Thursday,10,4
18-Oct-12,12604,2012,October,18,Thursday,10,4
25-Oct-12,12769,2012,October,25,Thursday,10,4
3-Oct-13,12880,2013,October,3,Thursday,10,4
10-Oct-13,12804,2013,October,10,Thursday,10,4
17-Oct-13,12220,2013,October,17,Thursday,10,4
24-Oct-13,12320,2013,October,24,Thursday,10,4
31-Oct-13,10975,2013,October,31,Thursday,10,4
2-Oct-14,12841,2014,October,2,Thursday,10,4
9-Oct-14,12130,2014,October,9,Thursday,10,4
16-Oct-14,12506,2014,October,16,Thursday,10,4
23-Oct-14,12162,2014,October,23,Thursday,10,4
30-Oct-14,12192,2014,October,30,Thursday,10,4
6-Oct-94,12017,1994,October,6,Thursday,10,4
13-Oct-94,11398,1994,October,13,Thursday,10,4
20-Oct-94,11876,1994,October,20,Thursday,10,4
27-Oct-94,11420,1994,October,27,Thursday,10,4
5-Oct-95,12245,1995,October,5,Thursday,10,4
12-Oct-95,12002,1995,October,12,Thursday,10,4
19-Oct-95,11463,1995,October,19,Thursday,10,4
26-Oct-95,11534,1995,October,26,Thursday,10,4
3-Oct-96,12248,1996,October,3,Thursday,10,4
10-Oct-96,12157,1996,October,10,Thursday,10,4
17-Oct-96,11764,1996,October,17,Thursday,10,4
24-Oct-96,11538,1996,October,24,Thursday,10,4
31-Oct-96,10313,1996,October,31,Thursday,10,4
2-Oct-97,11903,1997,October,2,Thursday,10,4
9-Oct-97,11623,1997,October,9,Thursday,10,4
16-Oct-97,11481,1997,October,16,Thursday,10,4
23-Oct-97,11561,1997,October,23,Thursday,10,4
30-Oct-97,11406,1997,October,30,Thursday,10,4
1-Oct-98,12410,1998,October,1,Thursday,10,4
8-Oct-98,12128,1998,October,8,Thursday,10,4
15-Oct-98,12049,1998,October,15,Thursday,10,4
22-Oct-98,11866,1998,October,22,Thursday,10,4
29-Oct-98,11667,1998,October,29,Thursday,10,4
7-Oct-99,12306,1999,October,7,Thursday,10,4
14-Oct-99,12115,1999,October,14,Thursday,10,4
21-Oct-99,11960,1999,October,21,Thursday,10,4
28-Oct-99,11693,1999,October,28,Thursday,10,4
3-Aug-00,12963,2000,August,3,Thursday,8,4
10-Aug-00,12823.5,2000,August,10,Thursday,8,4
17-Aug-00,12963.5,2000,August,17,Thursday,8,4
24-Aug-00,12879,2000,August,24,Thursday,8,4
31-Aug-00,13169.5,2000,August,31,Thursday,8,4
2-Aug-01,12971.5,2001,August,2,Thursday,8,4
9-Aug-01,13209.5,2001,August,9,Thursday,8,4
16-Aug-01,13249,2001,August,16,Thursday,8,4
23-Aug-01,13038,2001,August,23,Thursday,8,4
30-Aug-01,13376,2001,August,30,Thursday,8,4
1-Aug-02,13154.5,2002,August,1,Thursday,8,4
8-Aug-02,13275,2002,August,8,Thursday,8,4
15-Aug-02,13414,2002,August,15,Thursday,8,4
22-Aug-02,13098,2002,August,22,Thursday,8,4
29-Aug-02,13284.5,2002,August,29,Thursday,8,4
7-Aug-03,13427,2003,August,7,Thursday,8,4
14-Aug-03,13271.5,2003,August,14,Thursday,8,4
21-Aug-03,13433.5,2003,August,21,Thursday,8,4
28-Aug-03,13969,2003,August,28,Thursday,8,4
5-Aug-04,13234,2004,August,5,Thursday,8,4
12-Aug-04,13448,2004,August,12,Thursday,8,4
19-Aug-04,13088,2004,August,19,Thursday,8,4
26-Aug-04,13196,2004,August,26,Thursday,8,4
4-Aug-05,13511,2005,August,4,Thursday,8,4
11-Aug-05,14011,2005,August,11,Thursday,8,4
18-Aug-05,14009,2005,August,18,Thursday,8,4
25-Aug-05,13824,2005,August,25,Thursday,8,4
3-Aug-06,14093,2006,August,3,Thursday,8,4
10-Aug-06,14331,2006,August,10,Thursday,8,4
17-Aug-06,14355,2006,August,17,Thursday,8,4
24-Aug-06,14109,2006,August,24,Thursday,8,4
31-Aug-06,14391,2006,August,31,Thursday,8,4
2-Aug-07,14241,2007,August,2,Thursday,8,4
9-Aug-07,14314,2007,August,9,Thursday,8,4
16-Aug-07,14674,2007,August,16,Thursday,8,4
23-Aug-07,14447,2007,August,23,Thursday,8,4
30-Aug-07,14668,2007,August,30,Thursday,8,4
7-Aug-08,13859,2008,August,7,Thursday,8,4
14-Aug-08,14248,2008,August,14,Thursday,8,4
21-Aug-08,14010,2008,August,21,Thursday,8,4
28-Aug-08,14718,2008,August,28,Thursday,8,4
6-Aug-09,13377,2009,August,6,Thursday,8,4
13-Aug-09,13391,2009,August,13,Thursday,8,4
20-Aug-09,13994,2009,August,20,Thursday,8,4
27-Aug-09,13861,2009,August,27,Thursday,8,4
5-Aug-10,12929,2010,August,5,Thursday,8,4
12-Aug-10,13365,2010,August,12,Thursday,8,4
19-Aug-10,12964,2010,August,19,Thursday,8,4
26-Aug-10,13008,2010,August,26,Thursday,8,4
4-Aug-11,13031,2011,August,4,Thursday,8,4
11-Aug-11,13092,2011,August,11,Thursday,8,4
18-Aug-11,13150,2011,August,18,Thursday,8,4
25-Aug-11,13046,2011,August,25,Thursday,8,4
2-Aug-12,13006,2012,August,2,Thursday,8,4
9-Aug-12,13179,2012,August,9,Thursday,8,4
16-Aug-12,13361,2012,August,16,Thursday,8,4
23-Aug-12,12889,2012,August,23,Thursday,8,4
30-Aug-12,13323,2012,August,30,Thursday,8,4
1-Aug-13,12971,2013,August,1,Thursday,8,4
8-Aug-13,13207,2013,August,8,Thursday,8,4
15-Aug-13,13101,2013,August,15,Thursday,8,4
22-Aug-13,12873,2013,August,22,Thursday,8,4
29-Aug-13,12873,2013,August,29,Thursday,8,4
7-Aug-14,13152,2014,August,7,Thursday,8,4
14-Aug-14,13031,2014,August,14,Thursday,8,4
21-Aug-14,13153,2014,August,21,Thursday,8,4
28-Aug-14,13418,2014,August,28,Thursday,8,4
4-Aug-94,12601,1994,August,4,Thursday,8,4
11-Aug-94,12147,1994,August,11,Thursday,8,4
18-Aug-94,12313,1994,August,18,Thursday,8,4
25-Aug-94,12076,1994,August,25,Thursday,8,4
3-Aug-95,12193,1995,August,3,Thursday,8,4
10-Aug-95,12243,1995,August,10,Thursday,8,4
17-Aug-95,12345,1995,August,17,Thursday,8,4
24-Aug-95,12381,1995,August,24,Thursday,8,4
31-Aug-95,12485,1995,August,31,Thursday,8,4
1-Aug-96,12153,1996,August,1,Thursday,8,4
8-Aug-96,12385,1996,August,8,Thursday,8,4
15-Aug-96,12180,1996,August,15,Thursday,8,4
22-Aug-96,12291,1996,August,22,Thursday,8,4
29-Aug-96,12509,1996,August,29,Thursday,8,4
7-Aug-97,12141,1997,August,7,Thursday,8,4
14-Aug-97,12342,1997,August,14,Thursday,8,4
21-Aug-97,12121,1997,August,21,Thursday,8,4
28-Aug-97,12475,1997,August,28,Thursday,8,4
6-Aug-98,12535,1998,August,6,Thursday,8,4
13-Aug-98,12487,1998,August,13,Thursday,8,4
20-Aug-98,12467,1998,August,20,Thursday,8,4
27-Aug-98,12595,1998,August,27,Thursday,8,4
5-Aug-99,12587,1999,August,5,Thursday,8,4
12-Aug-99,13103,1999,August,12,Thursday,8,4
19-Aug-99,12783,1999,August,19,Thursday,8,4
26-Aug-99,12628,1999,August,26,Thursday,8,4
6-Jul-00,13705.5,2000,July,6,Thursday,7,4
13-Jul-00,12832,2000,July,13,Thursday,7,4
20-Jul-00,13014,2000,July,20,Thursday,7,4
27-Jul-00,13002,2000,July,27,Thursday,7,4
5-Jul-01,12397.5,2001,July,5,Thursday,7,4
12-Jul-01,13068.5,2001,July,12,Thursday,7,4
19-Jul-01,13162,2001,July,19,Thursday,7,4
26-Jul-01,12903,2001,July,26,Thursday,7,4
4-Jul-02,9413.5,2002,July,4,Thursday,7,4
11-Jul-02,13094.5,2002,July,11,Thursday,7,4
18-Jul-02,13289,2002,July,18,Thursday,7,4
25-Jul-02,13268,2002,July,25,Thursday,7,4
3-Jul-03,13367,2003,July,3,Thursday,7,4
10-Jul-03,13490.5,2003,July,10,Thursday,7,4
17-Jul-03,13586.5,2003,July,17,Thursday,7,4
24-Jul-03,13462,2003,July,24,Thursday,7,4
31-Jul-03,13341,2003,July,31,Thursday,7,4
1-Jul-04,13887,2004,July,1,Thursday,7,4
8-Jul-04,14056,2004,July,8,Thursday,7,4
15-Jul-04,13601,2004,July,15,Thursday,7,4
22-Jul-04,13574,2004,July,22,Thursday,7,4
29-Jul-04,13281,2004,July,29,Thursday,7,4
7-Jul-05,14627,2005,July,7,Thursday,7,4
14-Jul-05,14038,2005,July,14,Thursday,7,4
21-Jul-05,13870,2005,July,21,Thursday,7,4
28-Jul-05,13621,2005,July,28,Thursday,7,4
6-Jul-06,15007,2006,July,6,Thursday,7,4
13-Jul-06,13926,2006,July,13,Thursday,7,4
20-Jul-06,14239,2006,July,20,Thursday,7,4
27-Jul-06,14270,2006,July,27,Thursday,7,4
5-Jul-07,13367,2007,July,5,Thursday,7,4
12-Jul-07,14115,2007,July,12,Thursday,7,4
19-Jul-07,14169,2007,July,19,Thursday,7,4
26-Jul-07,14212,2007,July,26,Thursday,7,4
3-Jul-08,14182,2008,July,3,Thursday,7,4
10-Jul-08,13952,2008,July,10,Thursday,7,4
17-Jul-08,13987,2008,July,17,Thursday,7,4
24-Jul-08,13622,2008,July,24,Thursday,7,4
31-Jul-08,13939,2008,July,31,Thursday,7,4
2-Jul-09,13931,2009,July,2,Thursday,7,4
9-Jul-09,13566,2009,July,9,Thursday,7,4
16-Jul-09,14012,2009,July,16,Thursday,7,4
23-Jul-09,13880,2009,July,23,Thursday,7,4
30-Jul-09,13537,2009,July,30,Thursday,7,4
1-Jul-10,13181,2010,July,1,Thursday,7,4
8-Jul-10,13421,2010,July,8,Thursday,7,4
15-Jul-10,13118,2010,July,15,Thursday,7,4
22-Jul-10,12939,2010,July,22,Thursday,7,4
29-Jul-10,12952,2010,July,29,Thursday,7,4
7-Jul-11,14200,2011,July,7,Thursday,7,4
14-Jul-11,13278,2011,July,14,Thursday,7,4
21-Jul-11,13262,2011,July,21,Thursday,7,4
28-Jul-11,13152,2011,July,28,Thursday,7,4
5-Jul-12,12618,2012,July,5,Thursday,7,4
12-Jul-12,12787,2012,July,12,Thursday,7,4
19-Jul-12,12798,2012,July,19,Thursday,7,4
26-Jul-12,13056,2012,July,26,Thursday,7,4
4-Jul-13,8883,2013,July,4,Thursday,7,4
11-Jul-13,12806,2013,July,11,Thursday,7,4
18-Jul-13,12824,2013,July,18,Thursday,7,4
25-Jul-13,12860,2013,July,25,Thursday,7,4
3-Jul-14,13043,2014,July,3,Thursday,7,4
10-Jul-14,13146,2014,July,10,Thursday,7,4
17-Jul-14,12817,2014,July,17,Thursday,7,4
24-Jul-14,12929,2014,July,24,Thursday,7,4
31-Jul-14,12673,2014,July,31,Thursday,7,4
7-Jul-94,13049,1994,July,7,Thursday,7,4
14-Jul-94,12485,1994,July,14,Thursday,7,4
21-Jul-94,12447,1994,July,21,Thursday,7,4
28-Jul-94,12539,1994,July,28,Thursday,7,4
6-Jul-95,12855,1995,July,6,Thursday,7,4
13-Jul-95,12253,1995,July,13,Thursday,7,4
20-Jul-95,12598,1995,July,20,Thursday,7,4
27-Jul-95,12309,1995,July,27,Thursday,7,4
4-Jul-96,9358,1996,July,4,Thursday,7,4
11-Jul-96,12256,1996,July,11,Thursday,7,4
18-Jul-96,12247,1996,July,18,Thursday,7,4
25-Jul-96,12307,1996,July,25,Thursday,7,4
3-Jul-97,12433,1997,July,3,Thursday,7,4
10-Jul-97,12451,1997,July,10,Thursday,7,4
17-Jul-97,12552,1997,July,17,Thursday,7,4
24-Jul-97,11988,1997,July,24,Thursday,7,4
31-Jul-97,12198,1997,July,31,Thursday,7,4
2-Jul-98,12517,1998,July,2,Thursday,7,4
9-Jul-98,12463,1998,July,9,Thursday,7,4
16-Jul-98,12467,1998,July,16,Thursday,7,4
23-Jul-98,12536,1998,July,23,Thursday,7,4
30-Jul-98,12375,1998,July,30,Thursday,7,4
1-Jul-99,12828,1999,July,1,Thursday,7,4
8-Jul-99,13245,1999,July,8,Thursday,7,4
15-Jul-99,12795,1999,July,15,Thursday,7,4
22-Jul-99,12945,1999,July,22,Thursday,7,4
29-Jul-99,12840,1999,July,29,Thursday,7,4
2-Mar-00,12392.5,2000,March,2,Thursday,3,4
9-Mar-00,12459,2000,March,9,Thursday,3,4
16-Mar-00,12292.5,2000,March,16,Thursday,3,4
23-Mar-00,12282,2000,March,23,Thursday,3,4
30-Mar-00,11961,2000,March,30,Thursday,3,4
1-Mar-01,12396.5,2001,March,1,Thursday,3,4
8-Mar-01,12317,2001,March,8,Thursday,3,4
15-Mar-01,12405.5,2001,March,15,Thursday,3,4
22-Mar-01,12367,2001,March,22,Thursday,3,4
29-Mar-01,12266,2001,March,29,Thursday,3,4
7-Mar-02,12412,2002,March,7,Thursday,3,4
14-Mar-02,12470.5,2002,March,14,Thursday,3,4
21-Mar-02,12375.5,2002,March,21,Thursday,3,4
28-Mar-02,12359.5,2002,March,28,Thursday,3,4
6-Mar-03,12511.5,2003,March,6,Thursday,3,4
13-Mar-03,12230,2003,March,13,Thursday,3,4
20-Mar-03,12630.5,2003,March,20,Thursday,3,4
27-Mar-03,12502,2003,March,27,Thursday,3,4
4-Mar-04,12611,2004,March,4,Thursday,3,4
11-Mar-04,12797,2004,March,11,Thursday,3,4
18-Mar-04,12710,2004,March,18,Thursday,3,4
25-Mar-04,12835,2004,March,25,Thursday,3,4
3-Mar-05,13018,2005,March,3,Thursday,3,4
10-Mar-05,12920,2005,March,10,Thursday,3,4
17-Mar-05,13118,2005,March,17,Thursday,3,4
24-Mar-05,12912,2005,March,24,Thursday,3,4
31-Mar-05,12834,2005,March,31,Thursday,3,4
2-Mar-06,13210,2006,March,2,Thursday,3,4
9-Mar-06,13305,2006,March,9,Thursday,3,4
16-Mar-06,13125,2006,March,16,Thursday,3,4
23-Mar-06,13042,2006,March,23,Thursday,3,4
30-Mar-06,13067,2006,March,30,Thursday,3,4
1-Mar-07,13572,2007,March,1,Thursday,3,4
8-Mar-07,13751,2007,March,8,Thursday,3,4
15-Mar-07,13471,2007,March,15,Thursday,3,4
22-Mar-07,13388,2007,March,22,Thursday,3,4
29-Mar-07,13171,2007,March,29,Thursday,3,4
6-Mar-08,13279,2008,March,6,Thursday,3,4
13-Mar-08,13037,2008,March,13,Thursday,3,4
20-Mar-08,13614,2008,March,20,Thursday,3,4
27-Mar-08,13224,2008,March,27,Thursday,3,4
5-Mar-09,13176,2009,March,5,Thursday,3,4
12-Mar-09,13134,2009,March,12,Thursday,3,4
19-Mar-09,12706,2009,March,19,Thursday,3,4
26-Mar-09,12785,2009,March,26,Thursday,3,4
4-Mar-10,12549,2010,March,4,Thursday,3,4
11-Mar-10,12481,2010,March,11,Thursday,3,4
18-Mar-10,12054,2010,March,18,Thursday,3,4
25-Mar-10,12591,2010,March,25,Thursday,3,4
3-Mar-11,12172,2011,March,3,Thursday,3,4
10-Mar-11,11921,2011,March,10,Thursday,3,4
17-Mar-11,12192,2011,March,17,Thursday,3,4
24-Mar-11,12062,2011,March,24,Thursday,3,4
31-Mar-11,12173,2011,March,31,Thursday,3,4
1-Mar-12,12519,2012,March,1,Thursday,3,4
8-Mar-12,11985,2012,March,8,Thursday,3,4
15-Mar-12,11783,2012,March,15,Thursday,3,4
22-Mar-12,11925,2012,March,22,Thursday,3,4
29-Mar-12,11864,2012,March,29,Thursday,3,4
7-Mar-13,11918,2013,March,7,Thursday,3,4
14-Mar-13,11831,2013,March,14,Thursday,3,4
21-Mar-13,12096,2013,March,21,Thursday,3,4
28-Mar-13,12006,2013,March,28,Thursday,3,4
6-Mar-14,12069,2014,March,6,Thursday,3,4
13-Mar-14,11623,2014,March,13,Thursday,3,4
20-Mar-14,12266,2014,March,20,Thursday,3,4
27-Mar-14,11823,2014,March,27,Thursday,3,4
3-Mar-94,11984,1994,March,3,Thursday,3,4
10-Mar-94,11792,1994,March,10,Thursday,3,4
17-Mar-94,11976,1994,March,17,Thursday,3,4
24-Mar-94,11904,1994,March,24,Thursday,3,4
31-Mar-94,11782,1994,March,31,Thursday,3,4
2-Mar-95,11377,1995,March,2,Thursday,3,4
9-Mar-95,11380,1995,March,9,Thursday,3,4
16-Mar-95,11751,1995,March,16,Thursday,3,4
23-Mar-95,11435,1995,March,23,Thursday,3,4
30-Mar-95,11205,1995,March,30,Thursday,3,4
7-Mar-96,11446,1996,March,7,Thursday,3,4
14-Mar-96,11578,1996,March,14,Thursday,3,4
21-Mar-96,11653,1996,March,21,Thursday,3,4
28-Mar-96,11728,1996,March,28,Thursday,3,4
6-Mar-97,11523,1997,March,6,Thursday,3,4
13-Mar-97,11397,1997,March,13,Thursday,3,4
20-Mar-97,11634,1997,March,20,Thursday,3,4
27-Mar-97,11745,1997,March,27,Thursday,3,4
5-Mar-98,12046,1998,March,5,Thursday,3,4
12-Mar-98,11883,1998,March,12,Thursday,3,4
19-Mar-98,11728,1998,March,19,Thursday,3,4
26-Mar-98,11983,1998,March,26,Thursday,3,4
4-Mar-99,11767,1999,March,4,Thursday,3,4
11-Mar-99,11832,1999,March,11,Thursday,3,4
18-Mar-99,11915,1999,March,18,Thursday,3,4
25-Mar-99,11879,1999,March,25,Thursday,3,4
6-Jan-00,12363,2000,January,6,Thursday,1,4
13-Jan-00,11685.5,2000,January,13,Thursday,1,4
20-Jan-00,12347,2000,January,20,Thursday,1,4
27-Jan-00,12272,2000,January,27,Thursday,1,4
4-Jan-01,12553.5,2001,January,4,Thursday,1,4
11-Jan-01,12294,2001,January,11,Thursday,1,4
18-Jan-01,12505,2001,January,18,Thursday,1,4
25-Jan-01,12443,2001,January,25,Thursday,1,4
3-Jan-02,12299.5,2002,January,3,Thursday,1,4
10-Jan-02,12457,2002,January,10,Thursday,1,4
17-Jan-02,12244.5,2002,January,17,Thursday,1,4
24-Jan-02,12392,2002,January,24,Thursday,1,4
31-Jan-02,12023,2002,January,31,Thursday,1,4
2-Jan-03,10993.5,2003,January,2,Thursday,1,4
9-Jan-03,11954.5,2003,January,9,Thursday,1,4
16-Jan-03,12016.5,2003,January,16,Thursday,1,4
23-Jan-03,12038.5,2003,January,23,Thursday,1,4
30-Jan-03,12175.5,2003,January,30,Thursday,1,4
1-Jan-04,8205,2004,January,1,Thursday,1,4
8-Jan-04,12781,2004,January,8,Thursday,1,4
15-Jan-04,12837,2004,January,15,Thursday,1,4
22-Jan-04,12675,2004,January,22,Thursday,1,4
29-Jan-04,12313,2004,January,29,Thursday,1,4
6-Jan-05,12733,2005,January,6,Thursday,1,4
13-Jan-05,12357,2005,January,13,Thursday,1,4
20-Jan-05,12847,2005,January,20,Thursday,1,4
27-Jan-05,12680,2005,January,27,Thursday,1,4
5-Jan-06,13117,2006,January,5,Thursday,1,4
12-Jan-06,13309,2006,January,12,Thursday,1,4
19-Jan-06,13125,2006,January,19,Thursday,1,4
26-Jan-06,13044,2006,January,26,Thursday,1,4
4-Jan-07,13564,2007,January,4,Thursday,1,4
11-Jan-07,13517,2007,January,11,Thursday,1,4
18-Jan-07,13495,2007,January,18,Thursday,1,4
25-Jan-07,13448,2007,January,25,Thursday,1,4
3-Jan-08,13691,2008,January,3,Thursday,1,4
10-Jan-08,13617,2008,January,10,Thursday,1,4
17-Jan-08,13332,2008,January,17,Thursday,1,4
24-Jan-08,13485,2008,January,24,Thursday,1,4
31-Jan-08,13187,2008,January,31,Thursday,1,4
1-Jan-09,8145,2009,January,1,Thursday,1,4
8-Jan-09,13019,2009,January,8,Thursday,1,4
15-Jan-09,12800,2009,January,15,Thursday,1,4
22-Jan-09,13125,2009,January,22,Thursday,1,4
29-Jan-09,12729,2009,January,29,Thursday,1,4
7-Jan-10,12541,2010,January,7,Thursday,1,4
14-Jan-10,12543,2010,January,14,Thursday,1,4
21-Jan-10,12762,2010,January,21,Thursday,1,4
28-Jan-10,12342,2010,January,28,Thursday,1,4
6-Jan-11,12143,2011,January,6,Thursday,1,4
13-Jan-11,11813,2011,January,13,Thursday,1,4
20-Jan-11,12382,2011,January,20,Thursday,1,4
27-Jan-11,12026,2011,January,27,Thursday,1,4
5-Jan-12,12171,2012,January,5,Thursday,1,4
12-Jan-12,12391,2012,January,12,Thursday,1,4
19-Jan-12,11997,2012,January,19,Thursday,1,4
26-Jan-12,12003,2012,January,26,Thursday,1,4
3-Jan-13,12616,2013,January,3,Thursday,1,4
10-Jan-13,11887,2013,January,10,Thursday,1,4
17-Jan-13,12113,2013,January,17,Thursday,1,4
24-Jan-13,12016,2013,January,24,Thursday,1,4
31-Jan-13,11690,2013,January,31,Thursday,1,4
2-Jan-14,11171,2014,January,2,Thursday,1,4
9-Jan-14,11827,2014,January,9,Thursday,1,4
16-Jan-14,11822,2014,January,16,Thursday,1,4
23-Jan-14,12162,2014,January,23,Thursday,1,4
30-Jan-14,11651,2014,January,30,Thursday,1,4
6-Jan-94,11406,1994,January,6,Thursday,1,4
13-Jan-94,11212,1994,January,13,Thursday,1,4
20-Jan-94,11682,1994,January,20,Thursday,1,4
27-Jan-94,11702,1994,January,27,Thursday,1,4
5-Jan-95,11243,1995,January,5,Thursday,1,4
12-Jan-95,11416,1995,January,12,Thursday,1,4
19-Jan-95,11331,1995,January,19,Thursday,1,4
26-Jan-95,11380,1995,January,26,Thursday,1,4
4-Jan-96,11308,1996,January,4,Thursday,1,4
11-Jan-96,11304,1996,January,11,Thursday,1,4
18-Jan-96,11579,1996,January,18,Thursday,1,4
25-Jan-96,11405,1996,January,25,Thursday,1,4
2-Jan-97,9914,1997,January,2,Thursday,1,4
9-Jan-97,10981,1997,January,9,Thursday,1,4
16-Jan-97,11311,1997,January,16,Thursday,1,4
23-Jan-97,11511,1997,January,23,Thursday,1,4
30-Jan-97,11171,1997,January,30,Thursday,1,4
1-Jan-98,8213,1998,January,1,Thursday,1,4
8-Jan-98,11526,1998,January,8,Thursday,1,4
15-Jan-98,11491,1998,January,15,Thursday,1,4
22-Jan-98,11680,1998,January,22,Thursday,1,4
29-Jan-98,11513,1998,January,29,Thursday,1,4
7-Jan-99,11901,1999,January,7,Thursday,1,4
14-Jan-99,11767,1999,January,14,Thursday,1,4
21-Jan-99,12027,1999,January,21,Thursday,1,4
28-Jan-99,11745,1999,January,28,Thursday,1,4
4-May-00,12323,2000,May,4,Thursday,5,4
11-May-00,12313.5,2000,May,11,Thursday,5,4
18-May-00,12458,2000,May,18,Thursday,5,4
25-May-00,12889,2000,May,25,Thursday,5,4
3-May-01,12449,2001,May,3,Thursday,5,4
10-May-01,12515,2001,May,10,Thursday,5,4
17-May-01,12528,2001,May,17,Thursday,5,4
24-May-01,13055.5,2001,May,24,Thursday,5,4
31-May-01,12916.5,2001,May,31,Thursday,5,4
2-May-02,12281,2002,May,2,Thursday,5,4
9-May-02,12127,2002,May,9,Thursday,5,4
16-May-02,12491.5,2002,May,16,Thursday,5,4
23-May-02,12997,2002,May,23,Thursday,5,4
30-May-02,12850.5,2002,May,30,Thursday,5,4
1-May-03,12626.5,2003,May,1,Thursday,5,4
